identity_key,display_ref,canonical_mt_ref,canonical_lxx_ref,total_occurrences,current_occurrences,historical_occurrences,source_kinds,sample_liturgical_places,hour_themes,patristic_homily_slug,chapter_study_slug,audio_slug,site_note
rid_5d145ecd536bea633074,1Jn 3:13-17,1Jn 3:13-17,1Jn 3:13-17,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the fourth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-3,1jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ba503556ad7f6977bbd8,1Jn 3:13-24,1Jn 3:13-24,1Jn 3:13-24,34,34,0,copticchurch_date; katameros_cycle,Sunday of the third week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-3,1jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f7d7caf242d3006f76a4,1Jn 3:18-24,1Jn 3:18-24,1Jn 3:18-24,26,26,0,copticchurch_date; katameros_cycle,The second Sunday of Toba | Liturgy | Catholic Epistle || Thursday of the fourth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-3,1jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ccb7ce24e88e7a11dc63,1Jn 3:2-11,1Jn 3:2-11,1Jn 3:2-11,34,34,0,copticchurch_date; katameros_cycle,Saturday of the third week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-3,1jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_cda7a7dab0ae08570cee,1Jn 3:2-3,1Jn 3:2-3,1Jn 3:2-3,17,17,0,copticchurch_date; katameros_cycle,Friday of the third week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-3,1jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_37ec41a9fb6f2c0f9a03,1Jn 3:21-24,1Jn 3:21-24,1Jn 3:21-24,17,17,0,copticchurch_date; katameros_cycle,Monday of the fifth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-3,1jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_cafb1a1e6e85ca73aacf,1Jn 3:8-12,1Jn 3:8-12,1Jn 3:8-12,34,34,0,copticchurch_date; katameros_cycle,Monday of the fourth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-3,1jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8298bbf3ead4192ae255,1Jn 4:1-14,1Jn 4:1-14,1Jn 4:1-14,21,21,0,copticchurch_date; katameros_cycle,Christmas Paramoune | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8cef5058bc177e4edc6a,1Jn 4:1-6,1Jn 4:1-6,1Jn 4:1-6,17,17,0,copticchurch_date; katameros_cycle,Friday of the fourth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_b6b14c1860efda1f3a09,1Jn 4:11-17,1Jn 4:11-17,1Jn 4:11-17,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the fifth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_60a1f221c963977cef83,1Jn 4:11-21,1Jn 4:11-21,1Jn 4:11-21,17,17,0,copticchurch_date; katameros_cycle,The third Sunday of Toba | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_fa457d1f062cf24b6d4a,1Jn 4:15-19,1Jn 4:15-19,1Jn 4:15-19,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the fifth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_d1242fbca8a53cf0c15a,1Jn 4:15-21,1Jn 4:15-21,1Jn 4:15-21,16,16,0,copticchurch_date; katameros_cycle,Mesra 29 | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_d95947cf2246bd112ea3,1Jn 4:15-5,1Jn 4:15-5,1Jn 4:15-5,1,1,0,katameros_cycle,liturgy_catholic | liturgy_catholic,,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_996ec0e8177db2891916,1Jn 4:15-5:1,1Jn 4:15-5:1,1Jn 4:15-5:1,16,16,0,copticchurch_date,Saturday of the fourth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ad7f9e42ec9090ac4bfb,1Jn 4:15-5:4,1Jn 4:15-5:4,1Jn 4:15-5:4,13,13,0,copticchurch_date,Kiak 30 | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5b0fc2504fb6492012ec,1Jn 4:18-5,1Jn 4:18-5,1Jn 4:18-5,1,1,0,katameros_cycle,liturgy_catholic | liturgy_catholic,,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_bc5ab217cc5f8eb26b09,1Jn 4:18-5:1,1Jn 4:18-5:1,1Jn 4:18-5:1,16,16,0,copticchurch_date,Thursday of the fifth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_cb0562602ddacf9bf030,1Jn 4:7-13,1Jn 4:7-13,1Jn 4:7-13,17,17,0,copticchurch_date; katameros_cycle,Sunday of the fourth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_71e5f6405415702fabd3,1Jn 4:7-16,1Jn 4:7-16,1Jn 4:7-16,17,17,0,copticchurch_date; katameros_cycle,Friday of the fourth week of Great Lent | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8f23e5fbc03fc7222ae3,1Jn 4:7-19,1Jn 4:7-19,1Jn 4:7-19,14,14,0,copticchurch_date; katameros_cycle,Entrance into Egypt | Liturgy | Catholic Epistle || Paona 8 | Liturgy | Catholic Epistle || Feast of St. Joseph the Carpenter | liturgy_catholic | liturgy_catholic,the Eucharistic gathering of the Church,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_608c066f51951b21ce50,1Jn 4:7-21,1Jn 4:7-21,1Jn 4:7-21,1,1,0,special_service,myron_consecration | liturgy | liturgy,,,1jn-4,1jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a732da8a0f827fc4a996,1Jn 5:1-11,1Jn 5:1-11,1Jn 5:1-11,15,15,0,copticchurch_date; katameros_cycle,Nasie 2 | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f1c2f866ff26a44c29f4,1Jn 5:1-21,1Jn 5:1-21,1Jn 5:1-21,1,1,0,special_service,myron_consecration | liturgy | liturgy,,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_636b887ff6f9cf54d9b8,1Jn 5:1-4,1Jn 5:1-4,1Jn 5:1-4,2,2,0,katameros_cycle,Third Sunday of Bashans | liturgy_catholic | liturgy_catholic || liturgy_catholic | liturgy_catholic,,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_efea7f90b12298b90faa,1Jn 5:1-6,1Jn 5:1-6,1Jn 5:1-6,17,17,0,copticchurch_date; katameros_cycle,Friday of the fifth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_36d931cd681294a5a153,1Jn 5:10-20,1Jn 5:10-20,1Jn 5:10-20,17,17,0,copticchurch_date; katameros_cycle,Sunday of the second week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_77e4ab574d15dff8aa1f,1Jn 5:11-21,1Jn 5:11-21,1Jn 5:11-21,17,17,0,copticchurch_date; katameros_cycle,Saturday of the fifth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_213ea5325cd388a20c43,1Jn 5:13-18,1Jn 5:13-18,1Jn 5:13-18,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the sixth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8b9e4864c0209ec56ff0,1Jn 5:13-21,1Jn 5:13-21,1Jn 5:13-21,34,34,0,copticchurch_date; katameros_cycle,Sunday of the sixth week of Great Lent | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5e98df8d203d12b6b402,1Jn 5:14-21,1Jn 5:14-21,1Jn 5:14-21,17,17,0,copticchurch_date; katameros_cycle,Friday of the sixth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_df03dbef094cb40fe4ad,1Jn 5:5-13,1Jn 5:5-13,1Jn 5:5-13,17,17,0,copticchurch_date; katameros_cycle; special_service,Baba 14 | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9c8af7e2591bc9018a9e,1Jn 5:5-20,1Jn 5:5-20,1Jn 5:5-20,1,1,0,special_service,baptism | part_3 | part_3,,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_bb7e82e1ba07429e6572,1Jn 5:5-21,1Jn 5:5-21,1Jn 5:5-21,17,17,0,copticchurch_date; katameros_cycle,The Feast of Epiphany | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_89378946582752e6f868,1Jn 5:9-12,1Jn 5:9-12,1Jn 5:9-12,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the sixth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ce42ff5f040c44e1c5ad,1Jn 5:9-13,1Jn 5:9-13,1Jn 5:9-13,17,17,0,copticchurch_date; katameros_cycle,Monday of the sixth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_583f14e6f522e86248c1,1Jn 5:9-21,1Jn 5:9-21,1Jn 5:9-21,17,17,0,copticchurch_date; katameros_cycle,The fourth Sunday of Toba | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1jn-5,1jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9d623c53de5c1dd4a895,1Kgs 17:17-24,1Kgs 17:17-24,1Kgs 17:17-24,1,1,0,special_service,funeral | at_burial_site | at_burial_site,,,1kgs-17,1kgs-17,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e158edeb5d7b5c96edcc,1Kgs 17:2-24,1Kgs 17:2-24,1Kgs 17:2-24,1,1,0,katameros_cycle,prophecy | prophecy,,,1kgs-17,1kgs-17,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_00a7e0b4cb4de20cd357,1Kgs 18:36-39,1Kgs 18:36-39,1Kgs 18:36-39,1,1,0,bright_saturday_service_order,Bright Saturday | Midnight Praises | Prayer of Elijah,,,1kgs-18,1kgs-18,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8d533cea2864b4615c79,1Kgs 19:9-14,1Kgs 19:9-14,1Kgs 19:9-14,1,0,1,pascha_source_text,Tuesday | Third Hour | Prophecy,the descent of the Holy Spirit and the trial of the heart,,1kgs-19,1kgs-19,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_7f3d14172f64dd5abb0c,1Kgs 8:22-30,1Kgs 8:22-30,1Kgs 8:22-30,1,1,0,bright_saturday_service_order,Bright Saturday | Midnight Praises | Prayer of Solomon,,,1kgs-8,1kgs-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_dd37e70de482647d865e,1Pet 1:1-12,1Pet 1:1-12,1Pet 1:1-12,33,33,0,copticchurch_date; katameros_cycle,Saturday of the week before Great Lent | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1pet-1,1pet-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_be832a860aaa1ccbd7b0,1Pet 1:1-9,1Pet 1:1-9,1Pet 1:1-9,108,108,0,bright_saturday_service_order; copticchurch_date; katameros_cycle; pascha_day_hour,Bright Saturday | Liturgy | Catholic Epistle || Amshir 11 | Liturgy | Catholic Epistle || Amshir 20 | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1pet-1,1pet-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_991d57b21df47e9adba6,1Pet 1:10-21,1Pet 1:10-21,1Pet 1:10-21,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the first week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1pet-1,1pet-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f1f1b2d066d9f4dbca6c,1Pet 1:10-25,1Pet 1:10-25,1Pet 1:10-25,1,1,0,special_service,myron_consecration | liturgy | liturgy,,,1pet-1,1pet-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_30d4602a03be6e7f0984,1Pet 1:13-21,1Pet 1:13-21,1Pet 1:13-21,27,27,0,copticchurch_date; katameros_cycle,Saturday of the sixth week of Great Lent | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1pet-1,1pet-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e33baa9753f7a9e315b9,1Pet 1:19-2:3,1Pet 1:19-2:3,1Pet 1:19-2:3,13,13,0,copticchurch_date,Mesra 30 | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1pet-1,1pet-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a60a1a225019e776acc6,1Pet 1:2-12,1Pet 1:2-12,1Pet 1:2-12,17,17,0,copticchurch_date; katameros_cycle,Sunday of the sixth week of the holy fifty days | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1pet-1,1pet-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_62a3693e4a5c67cc9fbd,1Pet 1:2-8,1Pet 1:2-8,1Pet 1:2-8,16,16,0,copticchurch_date; katameros_cycle,Thursday of the fifth week of Great Lent | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1pet-1,1pet-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ae01e6bdc869d13126c8,1Pet 1:22-25,1Pet 1:22-25,1Pet 1:22-25,1,1,0,katameros_cycle,First Sunday of Babah | liturgy_catholic | liturgy_catholic,,,1pet-1,1pet-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_87a10888ac09341c942c,1Pet 1:22-2:5,1Pet 1:22-2:5,1Pet 1:22-2:5,16,16,0,copticchurch_date,The first Sunday of Baba | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,1pet-1,1pet-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_84b0ceac54e75b9ed91d,1Pet 1:25,1Pet 1:25,1Pet 1:25,17,17,0,katameros_cycle,Fourth Sunday of Abib | liturgy_catholic | liturgy_catholic || liturgy_catholic | liturgy_catholic,,,1pet-1,1pet-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
