old_occasion,identity_key,display_ref,service_section,service_hour,slot,slot_type,presentation_duplicate_rows,specific_coptic_day_count,specific_coptic_days,source_row_ids,validated,source_of_confusion,fix
annual fixed Coptic day,rid_4c83d6286afc8e198494,1Pet 5:5-14,liturgy_catholic,,liturgy_catholic,catholicon,14,14,Amshir 12; Amshir 19; Amshir 3; Babah 13; Babah 25; Babah 7; Baramhat 9; Barmuda 1; Barmuda 10; Bashans 20; Baunah 29; Kiyahk 12; Tubah 14; Tubah 25,445; 523; 683; 1310; 1695; 1832; 1923; 2033; 2126; 2380; 2643; 2753; 3243; 3734,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_5d4036fe50c9b3b18f71,1Pet 3:1-7,liturgy_catholic,,liturgy_catholic,catholicon,20,20,Abib 3; Amshir 7; Babah 11; Babah 17; Babah 2; Baramhat 22; Barmuda 12; Barmuda 3; Bashans 30; Bashans 7; Baunah 28; Hatur 1; Hatur 13; Hatur 30; Kiyahk 6; Mesra 18; Tubah 2; Tubah 8; Tut 3; Tut 7,37; 87; 378; 501; 578; 761; 915; 1145; 1229; 1546; 1625; 1974; 2540; 2672; 2778; 3082; 3371; 3721; 3783; 4311,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_636b887ff6f9cf54d9b8,1Jn 5:1-4,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Kiyahk 30,1518,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_663541d046c596982394,James 1:12-21,liturgy_catholic,,liturgy_catholic,catholicon,8,8,Abib 14; Abib 8; Amshir 5; Babah 27; Baramhat 27; Bashans 18; Mesra 19; Tubah 9,709; 1639; 1946; 2601; 3217; 3847; 3922; 4325,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_6888c5d780ea42c035e4,2Pet 1:19-21,liturgy_catholic,,liturgy_catholic,catholicon,19,19,Amshir 26; Babah 21; Baramhat 23; Barmuda 5; Barmuda 7; Bashans 5; Baunah 20; Baunah 26; Baunah 9; Kiyahk 20; Kiyahk 5; Mesra 22; Mesra 30; Mesra 4; Tubah 15; Tut 25; Tut 4; Tut 6; Tut 8,50; 71; 100; 291; 633; 1213; 1407; 1707; 2215; 2553; 2697; 2718; 3056; 3486; 3620; 3693; 4143; 4358; 4455,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_696916fcbc6979e74318,1Jn 2:20-25,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Tubah 13,1684,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_6d1fb8b2ffe88b6f9802,2Jn 1:1-13,liturgy_catholic,,liturgy_catholic,catholicon,5,5,Bashans 1; Baunah 21; Kiyahk 3; Mesra 16; Tubah 21,1191; 1784; 3007; 3633; 4287,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_6d8a99da1f1ae35aa028,James 1:1-12,liturgy_catholic,,liturgy_catholic,catholicon,8,8,Abib 23; Babah 29; Baramhat 6; Hatur 27; Hatur 5; Kiyahk 16; Mesra 10; Mesra 17,733; 815; 1100; 1361; 2345; 4021; 4213; 4296,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7acf7d10147f7c1c9152,2Pet 1:12-19,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Tubah 10,1650,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7c1265d433c5721da0c8,1Pet 3:8-15,liturgy_catholic,,liturgy_catholic,catholicon,24,24,Abib 11; Abib 20; Abib 22; Amshir 13; Amshir 17; Amshir 23; Amshir 25; Amshir 28; Babah 15; Babah 19; Baramhat 18; Barmuda 18; Barmuda 2; Barmuda 20; Barmuda 24; Barmuda 26; Barmuda 27; Baunah 11; Baunah 6; Kiyahk 14; Tubah 16; Tubah 27; Tut 11; Tut 22,133; 257; 546; 606; 1332; 1717; 1855; 2043; 2097; 2176; 2202; 2244; 2483; 2655; 2851; 2877; 2924; 2946; 2957; 3450; 3508; 3883; 3987; 4009,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8010f3dca532250ced0d,James 5:16-20,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Al-Nasi 6,4523,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8298bbf3ead4192ae255,1Jn 4:1-14,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Kiyahk 28,1496,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_84b0ceac54e75b9ed91d,1Pet 1:25,liturgy_catholic,,liturgy_catholic,catholicon,15,15,Abib 6; Babah 26; Baramhat 19; Barmuda 15; Barmuda 29; Bashans 22; Bashans 3; Baunah 1; Baunah 2; Baunah 25; Tubah 1; Tubah 20; Tubah 3; Tut 15; Tut 24,183; 277; 694; 1528; 1559; 1769; 2495; 2817; 2980; 3027; 3264; 3383; 3397; 3679; 3818,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_85733e7e50401c6236ce,1Pet 5:1-12,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Al-Nasi 4,4499,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8ab71a40e114a74ed56b,2Pet 2:1-3,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Mesra 30,4456,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8b9e4864c0209ec56ff0,1Jn 5:13-21,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Tut 19,228,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8f23e5fbc03fc7222ae3,1Jn 4:7-19,liturgy_catholic,,liturgy_catholic,catholicon,3,3,Bashans 24; Baunah 8; Feast of St. Joseph the Carpenter,3291; 3474; 4058,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_9265b95c454d37e66c9f,3Jn 1:1-14,liturgy_catholic,,liturgy_catholic,catholicon,27,27,Abib 10; Abib 13; Al-Nasi 5; Amshir 22; Amshir 24; Babah 23; Baramhat 17; Baramhat 2; Baramhat 5; Barmuda 19; Bashans 11; Bashans 17; Bashans 27; Baunah 14; Baunah 3; Hatur 14; Hatur 23; Hatur 28; Hatur 4; Kiyahk 10; Kiyahk 19; Kiyahk 27; Mesra 11; Mesra 24; Tubah 18; Tubah 23; Tut 9,114; 657; 803; 930; 1051; 1114; 1283; 1395; 1484; 1746; 1811; 2166; 2190; 2292; 2333; 2471; 2865; 3129; 3204; 3328; 3412; 3542; 3873; 3909; 4227; 4382; 4513,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_9437959932196049aadd,1Pet 1:3-12,liturgy_catholic,,liturgy_catholic,catholicon,12,12,Al-Nasi 3; Amshir 1; Babah 12; Baramhat 30; Baramhat 4; Bashans 15; Baunah 13; Hatur 3; Hatur 9; Kiyahk 22; Tut 12; Tut 18,145; 216; 512; 789; 867; 1428; 1897; 2319; 2632; 3180; 3529; 4489,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_9750d3df37674fadb541,1Pet 2:11-17,liturgy_catholic,,liturgy_catholic,catholicon,16,16,Abib 19; Abib 30; Baramhat 1; Baramhat 7; Barmuda 13; Barmuda 4; Baunah 10; Baunah 22; Baunah 30; Hatur 22; Hatur 26; Mesra 20; Mesra 26; Tubah 19; Tut 27; Tut 28,316; 328; 1038; 1089; 1759; 2279; 2358; 2686; 2792; 3499; 3645; 3747; 3976; 4101; 4338; 4410,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_9a5e8798b9ac4c826a84,1Pet 3:5-14,liturgy_catholic,,liturgy_catholic,catholicon,24,24,Abib 1; Abib 17; Abib 28; Babah 1; Babah 6; Baramhat 15; Baramhat 26; Barmuda 11; Barmuda 25; Barmuda 6; Barmuda 8; Hatoor 10; Kiyahk 26; Mesra 15; Mesra 2; Mesra 21; Mesra 6; Tubah 24; Tubah 29; Tubah 30; Tut 10; Tut 20; Tut 29; Tut 5,60; 124; 239; 337; 363; 434; 877; 1471; 1821; 1877; 1886; 2443; 2589; 2707; 2728; 2763; 2935; 3756; 3953; 4078; 4122; 4166; 4275; 4347,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a35338e5e59379513f20,1Pet 2:1-10,liturgy_catholic,,liturgy_catholic,catholicon,18,18,Abib 6; Babah 26; Baramhat 19; Baramhat 28; Barmuda 15; Barmuda 29; Bashans 22; Bashans 3; Bashans 9; Baunah 1; Baunah 2; Baunah 25; Tubah 1; Tubah 20; Tubah 3; Tut 15; Tut 16; Tut 24,184; 196; 278; 695; 1529; 1560; 1770; 2496; 2612; 2818; 2981; 3028; 3104; 3265; 3384; 3398; 3680; 3819,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a732da8a0f827fc4a996,1Jn 5:1-11,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Al-Nasi 2,4479,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a9663d4cdcb66664ef33,2Pet 1:1-11,liturgy_catholic,,liturgy_catholic,catholicon,11,11,Abib 15; Amshir 30; Amshir 9; Bashans 14; Bashans 2; Bashans 21; Bashans 29; Baunah 24; Kiyahk 17; Mesra 3; Tut 14,173; 1372; 1996; 2267; 3017; 3171; 3254; 3356; 3669; 3933; 4132,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_aa4f020e4eb5e0642535,1Pet 3:15-22,liturgy_catholic,,liturgy_catholic,catholicon,5,5,Amshir 4; Babah 22; Hatur 8; Kiyahk 18; Tubah 12,644; 856; 1382; 1674; 1934,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_ab40413197c12b8acaa4,1Pet 5:1-14,liturgy_catholic,,liturgy_catholic,catholicon,30,30,Abib 2; Abib 7; Abib 9; Amshir 14; Amshir 18; Amshir 2; Amshir 27; Babah 20; Babah 3; Babah 30; Babah 5; Babah 9; Barmuda 30; Bashans 12; Bashans 23; Bashans 28; Baunah 27; Hatur 17; Hatur 20; Hatur 21; Hatur 24; Hatur 6; Kiyahk 1; Kiyahk 15; Kiyahk 25; Kiyahk 7; Mesra 14; Tubah 7; Tut 13; Tut 30,160; 351; 394; 422; 472; 619; 745; 830; 972; 1008; 1023; 1062; 1161; 1242; 1347; 1459; 1607; 1909; 2058; 2112; 2230; 2994; 3144; 3278; 3343; 3705; 3767; 3832; 3859; 4263,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_b690e32a49271d81b7b9,1Jn 1:1-10,liturgy_catholic,,liturgy_catholic,catholicon,8,8,Abib 16; Al-Nasi 1; Amshir 29; Baramhat 29; Barmuda 16; Bashans 16; Kiyahk 24; Tubah 4,1447; 1570; 2256; 2622; 2830; 3190; 3943; 4466,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_b96ebb46849ea8d4d7a6,1Jn 2:1-6,liturgy_catholic,,liturgy_catholic,catholicon,8,8,Abib 16; Al-Nasi 1; Amshir 29; Baramhat 29; Barmuda 16; Bashans 16; Kiyahk 24; Tubah 4,1448; 1571; 2257; 2623; 2831; 3191; 3944; 4467,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_bb7e82e1ba07429e6572,1Jn 5:5-21,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Tubah 11,1661,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_be33a7a551bd67248eee,James 5:9-20,liturgy_catholic,,liturgy_catholic,catholicon,16,16,Amshir 15; Babah 24; Barmuda 9; Bashans 13; Bashans 19; Baunah 16; Baunah 17; Baunah 23; Baunah 5; Hatur 16; Kiyahk 11; Kiyahk 2; Kiyahk 9; Tubah 17; Tubah 22; Tut 2,22; 671; 957; 1178; 1269; 1298; 1732; 1797; 2075; 2741; 3160; 3231; 3438; 3569; 3583; 3658,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_be832a860aaa1ccbd7b0,1Pet 1:1-9,liturgy_catholic,,liturgy_catholic,catholicon,15,15,Amshir 11; Amshir 20; Babah 16; Babah 18; Baramhat 12; Baramhat 16; Baramhat 20; Baramhat 24; Baramhat 3; Barmuda 14; Barmuda 22; Bashans 4; Baunah 18; Hatur 2; Hatur 29,561; 593; 776; 1128; 2020; 2140; 2306; 2412; 2456; 2511; 2567; 2805; 2901; 3043; 3597,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_c8301ac6e0b3cf7e0fdb,1Pet 4:1-11,liturgy_catholic,,liturgy_catholic,catholicon,22,22,Abib 21; Abib 25; Abib 27; Babah 10; Babah 28; Babah 4; Babah 8; Baramhat 13; Barmuda 23; Barmuda 28; Bashans 25; Bashans 6; Bashans 8; Baunah 19; Baunah 7; Hatur 19; Hatur 25; Hatur 7; Kiyahk 8; Mesra 23; Mesra 27; Tubah 5,406; 457; 484; 721; 843; 995; 1076; 1254; 1582; 2423; 2913; 2969; 3067; 3094; 3303; 3462; 3609; 3998; 4045; 4069; 4369; 4421,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d0773605571eaf6c33a8,1Jn 2:7-17,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Feast of Nayrouz,7,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d1242fbca8a53cf0c15a,1Jn 4:15-21,liturgy_catholic,,liturgy_catholic,catholicon,2,2,Kiyahk 30; Mesra 29,1517; 4445,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d538db6cf4a9e8750bfd,1Pet 4:12-19,liturgy_catholic,,liturgy_catholic,catholicon,14,14,Abib 12; Abib 24; Abib 4; Amshir 6; Bashans 10; Baunah 15; Baunah 4; Hatur 15; Mesra 1; Mesra 5; Mesra 8; Mesra 9; Tubah 26; Tubah 28,941; 1845; 1866; 1957; 3116; 3423; 3553; 3795; 3894; 4032; 4111; 4156; 4190; 4200,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d645179dd4d1959e51bc,1Jn 2:7-11,liturgy_catholic,,liturgy_catholic,catholicon,5,5,Baramhat 11; Baramhat 14; Barmuda 21; Tut 21; Tut 23,248; 267; 2399; 2434; 2888,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d74621ac359a88f002f3,James 2:14-23,liturgy_catholic,,liturgy_catholic,catholicon,1,1,Mesra 28,4430,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d8d60b6e5ea1020ec7dc,2Pet 1:12-21,liturgy_catholic,,liturgy_catholic,catholicon,15,15,Abib 18; Abib 29; Abib 5; Amshir 10; Amshir 21; Amshir 8; Baramhat 21; Baramhat 8; Barmuda 17; Bashans 26; Hatur 18; Kiyahk 21; Kiyahk 4; Mesra 13; Tubah 6,985; 1201; 1418; 1592; 1985; 2006; 2152; 2368; 2522; 2841; 3314; 3807; 3963; 4088; 4246,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_df03dbef094cb40fe4ad,1Jn 5:5-13,liturgy_catholic,,liturgy_catholic,catholicon,2,2,Babah 14; Baramhat 25,535; 2580,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
